transaction_id,store,date,quantity,flavour,sales
O1U0D1Z0M1,Main Street,2020/03/15,2,chocolate,3.98
O6F2V6Y2R6,Evergreen Market,2020/03/15,4,pistachio,7.96
O7A2X7M2X7,The Arcade,2020/03/15,2,blueberry,3.98
O9O3W9K3E9,The Arcade,2020/03/15,2,vanilla,3.18
P0I3I0X3R0,The Arcade,2020/03/15,4,blueberry,7.96
P0S3Q0X3C0,Evergreen Market,2020/03/15,2,chocolate,3.98
P6K5E6O5U6,Evergreen Market,2020/03/15,3,blueberry,5.97
P6X5Z6U5G6,Ice Cream Bazaar,2020/03/15,2,caramel,3.98
P7W7O7V7K7,Evergreen Market,2020/03/15,4,blueberry,7.96
Q1G4A1B4W1,Main Street,2020/03/15,3,caramel,5.97
R0Q0P0T0C0,Ice Cream Bazaar,2020/03/15,2,strawberry,3.18
R1I9A1I9X1,Ice Cream Bazaar,2020/03/15,5,pistachio,9.95
R4P8Y4A8S4,The Arcade,2020/03/15,3,chocolate,5.97
S2A5R2J5S2,Main Street,2020/03/15,3,caramel,5.97
S4J5A4E5L4,Evergreen Market,2020/03/15,4,vanilla,6.36
S7J1D7P1I7,Main Street,2020/03/15,3,chocolate,5.97
S8D4X8L4O8,Ice Cream Bazaar,2020/03/15,4,pistachio,7.96
T1I5H1N5H1,Main Street,2020/03/15,1,blueberry,1.99
T1U5U1R5J1,Ice Cream Bazaar,2020/03/15,4,vanilla,6.36
T6N0O6O0D6,Main Street,2020/03/15,3,pistachio,5.97
T8R1P8K1H8,Main Street,2020/03/15,4,vanilla,6.36
T9G9K9W9E9,Ice Cream Bazaar,2020/03/15,1,chocolate,1.99
U0J1S0X1P0,Ice Cream Bazaar,2020/03/15,1,blueberry,1.99
U2T3T2B3N2,The Arcade,2020/03/15,6,strawberry,9.54
U5E1X5B1M5,The Arcade,2020/03/15,2,blueberry,3.98
U7C0L7F0S7,Main Street,2020/03/15,1,strawberry,1.59
V0Q0M0C0I0,Main Street,2020/03/15,2,caramel,3.98
V1U9K1I9V1,Ice Cream Bazaar,2020/03/15,3,blueberry,5.97
V3U2R3R2C3,The Arcade,2020/03/15,1,caramel,1.99
V4X9G4L9E4,Main Street,2020/03/15,2,vanilla,3.18
V6A0H6I0I6,The Arcade,2020/03/15,4,caramel,7.96
V7D7N7B7P7,Evergreen Market,2020/03/15,1,vanilla,1.59
V7J9M7E9C7,The Arcade,2020/03/15,2,caramel,3.98
V8F8V8C8I8,Evergreen Market,2020/03/15,1,strawberry,1.59
V8T3I8X3S8,Evergreen Market,2020/03/15,4,strawberry,6.36
V9E5Y9H5B9,Main Street,2020/03/15,2,vanilla,3.18
W0D1L0S1X0,Evergreen Market,2020/03/15,3,blueberry,5.97
W5F7E5H7S5,Main Street,2020/03/15,4,vanilla,6.36
W6Q9E6Y9T6,Main Street,2020/03/15,4,chocolate,7.96
X0H4D0V4X0,Ice Cream Bazaar,2020/03/15,1,vanilla,1.59
X1J2J1I2C1,Ice Cream Bazaar,2020/03/15,4,blueberry,7.96
X2M0N2A0I2,Ice Cream Bazaar,2020/03/15,4,pistachio,7.96
X5Q8E5S8E5,Evergreen Market,2020/03/15,1,caramel,1.99
X7B3A7O3M7,Main Street,2020/03/15,2,vanilla,3.18
X7H5O7R5Z7,The Arcade,2020/03/15,4,chocolate,7.96
Y3L6G3J6L3,Ice Cream Bazaar,2020/03/15,1,blueberry,1.99
Y5B3A5T3O5,Ice Cream Bazaar,2020/03/15,1,chocolate,1.99
Z0C5J0R5Q0,The Arcade,2020/03/15,1,strawberry,1.59
Z3O6L3Z6U3,Evergreen Market,2020/03/15,3,vanilla,4.77
Z4S7N4U7N4,Evergreen Market,2020/03/15,2,vanilla,3.18
Z5C5A5Q5X5,Ice Cream Bazaar,2020/03/15,1,blueberry,1.99
A2C4Z2S4Y2,Evergreen Market,2020/03/16,2,strawberry,3.18
A3O1R3I1K3,The Arcade,2020/03/16,4,caramel,7.96
A3V5X3K5Z3,Evergreen Market,2020/03/16,3,pistachio,5.97
A6G5T6Y5N6,Ice Cream Bazaar,2020/03/16,1,strawberry,1.59
A7D3E7J3X7,The Arcade,2020/03/16,2,chocolate,3.98
B2H8U2Q8A2,The Arcade,2020/03/16,4,caramel,7.96
B6Z5O6A5N6,The Arcade,2020/03/16,2,vanilla,3.18
C1H0M1E0I1,Ice Cream Bazaar,2020/03/16,1,chocolate,1.99
C2L9H2Y9Q2,Evergreen Market,2020/03/16,4,blueberry,7.96
D1O9K1D9H1,The Arcade,2020/03/16,3,vanilla,4.77
D2Y2X2V2T2,Main Street,2020/03/16,4,caramel,7.96
D7Y0T7E0N7,Main Street,2020/03/16,3,chocolate,5.97
D8W8Z8F8J8,Ice Cream Bazaar,2020/03/16,4,blueberry,7.96
E2M9L2L9N2,Evergreen Market,2020/03/16,3,caramel,5.97
E3C3C3W3D3,Ice Cream Bazaar,2020/03/16,4,chocolate,7.96
E7X7F7H7Z7,Main Street,2020/03/16,4,strawberry,6.36
E9T5W9Z5P9,The Arcade,2020/03/16,4,blueberry,7.96
F2O7V2W7P2,The Arcade,2020/03/16,2,vanilla,3.18
F3H9W3G9O3,Evergreen Market,2020/03/16,2,blueberry,3.98
F4X6U4A6V4,Evergreen Market,2020/03/16,1,blueberry,1.99
F9Z7K9P7Q9,Ice Cream Bazaar,2020/03/16,3,blueberry,5.97
G5P0S5G0X5,The Arcade,2020/03/16,1,strawberry,1.59
G5Q7X5B7Q5,Evergreen Market,2020/03/16,4,strawberry,6.36
G8W9G8K9G8,The Arcade,2020/03/16,3,chocolate,5.97
G9V1R9Z1O9,The Arcade,2020/03/16,2,chocolate,3.98
H1W8G1H8H1,Ice Cream Bazaar,2020/03/16,3,pistachio,5.97
H4W9S4E9X4,Main Street,2020/03/16,4,strawberry,6.36
H7B8Y7Y8A7,The Arcade,2020/03/16,2,blueberry,3.98
I0K7Z0D7G0,Main Street,2020/03/16,1,vanilla,1.59
I5H9I5M9G5,Evergreen Market,2020/03/16,4,caramel,7.96
I5Q7J5O7T5,Main Street,2020/03/16,1,vanilla,1.59
I7U1P7U1X7,Main Street,2020/03/16,3,pistachio,5.97
J2K1X2E1W2,Evergreen Market,2020/03/16,1,strawberry,1.59
J6A0J6R0A6,The Arcade,2020/03/16,3,strawberry,4.77
J6C8J6B8D6,Ice Cream Bazaar,2020/03/16,4,caramel,7.96
J6R9D6A9Y6,The Arcade,2020/03/16,2,caramel,3.98
K6O7R6S7I6,Ice Cream Bazaar,2020/03/16,2,blueberry,3.98
L1K9R1S9X1,Evergreen Market,2020/03/16,3,vanilla,4.77
L2B2Q2Z2E2,Evergreen Market,2020/03/16,2,pistachio,3.98
L4D3G4Q3E4,The Arcade,2020/03/16,4,pistachio,7.96
L8G8F8G8M8,Main Street,2020/03/16,1,vanilla,1.59
M1R6D1I6V1,Ice Cream Bazaar,2020/03/16,2,strawberry,3.18
M2K5B2T5J2,The Arcade,2020/03/16,4,chocolate,7.96
M3Q0N3Y0Z3,Main Street,2020/03/16,1,vanilla,1.59
M5C2N5E2W5,The Arcade,2020/03/16,2,vanilla,3.18
N3K9S3T9M3,Main Street,2020/03/16,1,vanilla,1.59
N4C1C4I1N4,The Arcade,2020/03/16,2,vanilla,3.18
N7H1M7L1F7,The Arcade,2020/03/16,3,strawberry,4.77
N7R8P7I8J7,The Arcade,2020/03/16,3,blueberry,5.97
O3B3C3L3P3,Evergreen Market,2020/03/16,3,chocolate,5.97
O5E6B5R6D5,Ice Cream Bazaar,2020/03/16,3,strawberry,4.77
O7A0J7G0V7,Evergreen Market,2020/03/16,4,pistachio,7.96
O9U4R9A4G9,The Arcade,2020/03/16,1,caramel,1.99
P4X0C4L0J4,The Arcade,2020/03/16,3,chocolate,5.97
P8I2W8F2C8,Ice Cream Bazaar,2020/03/16,2,caramel,3.98
P8T1V8W1E8,Evergreen Market,2020/03/16,4,caramel,7.96
Q1A0C1T0M1,The Arcade,2020/03/16,4,strawberry,6.36
R0B1Q0Y1V0,Evergreen Market,2020/03/16,3,vanilla,4.77
R0T5O0Y5P0,The Arcade,2020/03/16,2,blueberry,3.98
R7S5I7X5W7,The Arcade,2020/03/16,2,caramel,3.98
R8A6H8W6M8,Ice Cream Bazaar,2020/03/16,1,chocolate,1.99
S3E0H3Y0X3,Evergreen Market,2020/03/16,1,strawberry,1.59
T0U5A0R5A0,Evergreen Market,2020/03/16,4,strawberry,6.36
U3H0B3Q0B3,The Arcade,2020/03/16,4,strawberry,6.36
V1H0O1I0D1,Evergreen Market,2020/03/16,4,chocolate,7.96
V2M0R2X0D2,Main Street,2020/03/16,3,chocolate,5.97
V3N7P3I7J3,Ice Cream Bazaar,2020/03/16,4,strawberry,6.36
V5M4C5H4G5,Main Street,2020/03/16,2,pistachio,3.98
W3Q1G3V1U3,The Arcade,2020/03/16,2,vanilla,3.18
W3W3S3P3G3,Evergreen Market,2020/03/16,1,chocolate,1.99
W4L3U4Y3J4,Main Street,2020/03/16,3,vanilla,4.77
X1G6H1V6K1,Main Street,2020/03/16,3,blueberry,5.97
X1H1Q1U1A1,The Arcade,2020/03/16,4,vanilla,6.36
X3A4A3R4S3,The Arcade,2020/03/16,2,vanilla,3.18
X9P3C9L3T9,Main Street,2020/03/16,2,vanilla,3.18
Y6E9E6Q9J6,The Arcade,2020/03/16,3,caramel,5.97
Y9K8H9X8K9,The Arcade,2020/03/16,4,pistachio,7.96
Z0A5T0J5G0,Ice Cream Bazaar,2020/03/16,1,vanilla,1.59
Z1S4N1D4W1,The Arcade,2020/03/16,3,blueberry,5.97
Z3Q5T3B5Z3,Main Street,2020/03/16,1,blueberry,1.99
Z4W7M4V7A4,Ice Cream Bazaar,2020/03/16,1,vanilla,1.59
Z6C9S6L9F6,Ice Cream Bazaar,2020/03/16,1,strawberry,1.59
Z7Y4J7V4J7,Evergreen Market,2020/03/16,3,blueberry,5.97
A2R4F2J4W2,Main Street,2020/03/17,4,vanilla,6.36
B1C5G1N5G1,Ice Cream Bazaar,2020/03/17,2,chocolate,3.98
B4D2D4Q2N4,Evergreen Market,2020/03/17,1,strawberry,1.59
B6W4V6W4Q6,The Arcade,2020/03/17,2,strawberry,3.18
B7T2V7F2V7,Main Street,2020/03/17,1,chocolate,1.99
C6M2H6M2H6,Ice Cream Bazaar,2020/03/17,2,strawberry,3.18
C6N7X6L7V6,Main Street,2020/03/17,4,strawberry,6.36
C9X1C9B1D9,The Arcade,2020/03/17,2,caramel,3.98
D5G9Q5I9T5,Main Street,2020/03/17,4,strawberry,6.36
D6K4Q6K4L6,The Arcade,2020/03/17,1,vanilla,1.59
E0M5O0D5N0,Evergreen Market,2020/03/17,3,caramel,5.97
E2V4K2L4Z2,Evergreen Market,2020/03/17,3,blueberry,5.97
F1M6K1X6B1,The Arcade,2020/03/17,2,blueberry,3.98
F1P6I1X6Z1,Main Street,2020/03/17,3,chocolate,5.97
F7E1P7B1B7,Ice Cream Bazaar,2020/03/17,3,chocolate,5.97
G2P5G2K5O2,Ice Cream Bazaar,2020/03/17,4,strawberry,6.36
G4M8B4X8F4,Main Street,2020/03/17,4,blueberry,7.96
G5H9H5D9V5,The Arcade,2020/03/17,2,blueberry,3.98
G5H9Y5W9Y5,Ice Cream Bazaar,2020/03/17,1,chocolate,1.99
G5X8A5H8Q5,The Arcade,2020/03/17,2,vanilla,3.18
H0W5Y0Y5W0,Main Street,2020/03/17,4,blueberry,7.96
H3J0O3Z0C3,Main Street,2020/03/17,2,chocolate,3.98
H6I8X6T8O6,The Arcade,2020/03/17,4,caramel,7.96
I2Z5Z2R5E2,The Arcade,2020/03/17,2,strawberry,3.18
I5O8S5U8R5,Ice Cream Bazaar,2020/03/17,3,strawberry,4.77
I6U7E6M7D6,Evergreen Market,2020/03/17,1,vanilla,1.59
I7K0C7Z0X7,Ice Cream Bazaar,2020/03/17,4,chocolate,7.96
J1D5V1B5R1,Ice Cream Bazaar,2020/03/17,4,caramel,7.96
J3E5X3Z5K3,Ice Cream Bazaar,2020/03/17,1,caramel,1.99
J3R3G3G3M3,The Arcade,2020/03/17,4,chocolate,7.96
J4A0O4Q0P4,The Arcade,2020/03/17,4,vanilla,6.36
J4P2O4G2E4,Evergreen Market,2020/03/17,3,vanilla,4.77
K3A7E3N7I3,Ice Cream Bazaar,2020/03/17,2,chocolate,3.98
K3Y7I3K7Z3,Ice Cream Bazaar,2020/03/17,4,chocolate,7.96
K7Q6C7F6V7,Main Street,2020/03/17,2,strawberry,3.18
L3N8B3T8O3,The Arcade,2020/03/17,3,strawberry,4.77
L4S7J4G7M4,Evergreen Market,2020/03/17,2,caramel,3.98
L7Q3C7C3E7,Ice Cream Bazaar,2020/03/17,4,blueberry,7.96
L9T9C9K9K9,Main Street,2020/03/17,2,strawberry,3.18
M0F3Y0Y3C0,Ice Cream Bazaar,2020/03/17,4,vanilla,6.36
M1R5K1Y5P1,Ice Cream Bazaar,2020/03/17,4,caramel,7.96
M6K5M6R5B6,Ice Cream Bazaar,2020/03/17,4,vanilla,6.36
M8E1I8L1A8,Evergreen Market,2020/03/17,2,blueberry,3.98
N2S4B2V4L2,The Arcade,2020/03/17,4,chocolate,7.96
N9X7W9J7N9,The Arcade,2020/03/17,1,vanilla,1.59
O1U3N1A3H1,Ice Cream Bazaar,2020/03/17,3,strawberry,4.77
O8E1P8G1E8,Ice Cream Bazaar,2020/03/17,2,pistachio,3.98
P0F1S0Y1C0,Ice Cream Bazaar,2020/03/17,2,pistachio,3.98
P3Z6W3X6A3,Ice Cream Bazaar,2020/03/17,1,pistachio,1.99
Q2N7F2L7X2,Ice Cream Bazaar,2020/03/17,3,pistachio,5.97
Q5S7A5J7R5,Evergreen Market,2020/03/17,2,strawberry,3.18
Q6C1E6C1T6,Ice Cream Bazaar,2020/03/17,3,blueberry,5.97
Q6X3D6Z3O6,Evergreen Market,2020/03/17,3,caramel,5.97
Q7Q4T7H4F7,The Arcade,2020/03/17,3,vanilla,4.77
Q8H4H8Z4U8,The Arcade,2020/03/17,4,strawberry,6.36
R1N1D1K1F1,Ice Cream Bazaar,2020/03/17,1,pistachio,1.99
R4J1O4M1Y4,Main Street,2020/03/17,1,vanilla,1.59
R9G0X9N0V9,Ice Cream Bazaar,2020/03/17,4,vanilla,6.36
S0S2D0U2W0,The Arcade,2020/03/17,2,pistachio,3.98
S3Y3U3X3R3,Evergreen Market,2020/03/17,2,blueberry,3.98
S5E9H5L9F5,Main Street,2020/03/17,3,chocolate,5.97
S6P3L6Y3H6,Ice Cream Bazaar,2020/03/17,1,chocolate,1.99
S8A9I8Z9T8,Ice Cream Bazaar,2020/03/17,1,blueberry,1.99
S8G8Y8J8E8,Ice Cream Bazaar,2020/03/17,4,chocolate,7.96
T8Q4K8A4K8,The Arcade,2020/03/17,2,caramel,3.98
T9Y2H9M2R9,Evergreen Market,2020/03/17,2,chocolate,3.98
U0Z6L0U6Y0,The Arcade,2020/03/17,1,strawberry,1.59
U3F8K3V8S3,Evergreen Market,2020/03/17,4,pistachio,7.96
V0K3V0W3I0,Main Street,2020/03/17,3,chocolate,5.97
V1Q5N1L5Y1,Ice Cream Bazaar,2020/03/17,1,blueberry,1.99
V2E4Z2C4V2,The Arcade,2020/03/17,2,strawberry,3.18
V7R6R7I6Q7,The Arcade,2020/03/17,1,chocolate,1.99
V8A0M8J0S8,The Arcade,2020/03/17,4,blueberry,7.96
V9Z3D9K3X9,Ice Cream Bazaar,2020/03/17,3,vanilla,4.77
W1E0Q1Q0X1,Main Street,2020/03/17,3,pistachio,5.97
W1M2B1I2F1,Evergreen Market,2020/03/17,3,chocolate,5.97
W1N4E1Y4R1,Ice Cream Bazaar,2020/03/17,3,blueberry,5.97
W3Y8R3J8O3,Main Street,2020/03/17,3,vanilla,4.77
W6X4S6L4P6,The Arcade,2020/03/17,4,strawberry,6.36
W9B3J9W3R9,Evergreen Market,2020/03/17,4,chocolate,7.96
X1Z2I1N2O1,Main Street,2020/03/17,1,caramel,1.99
X4G7F4L7J4,Ice Cream Bazaar,2020/03/17,1,caramel,1.99
X9J1G9Z1X9,The Arcade,2020/03/17,1,vanilla,1.59
Y0Q4M0B4I0,The Arcade,2020/03/17,3,blueberry,5.97
Y7J9R7K9N7,Evergreen Market,2020/03/17,1,strawberry,1.59
Y8G4B8T4P8,Main Street,2020/03/17,1,pistachio,1.99
Y9G2L9H2W9,Ice Cream Bazaar,2020/03/17,2,caramel,3.98
Z4H5S4B5L4,Main Street,2020/03/17,3,chocolate,5.97
Z5C2K5V2S5,Ice Cream Bazaar,2020/03/17,4,chocolate,7.96
Z6E1L6C1T6,Evergreen Market,2020/03/17,2,pistachio,3.98
Z8H3O8E3S8,Ice Cream Bazaar,2020/03/17,3,chocolate,5.97
Z8M6Q8H6B8,Evergreen Market,2020/03/17,2,pistachio,3.98
Z9N5T9Z5M9,Evergreen Market,2020/03/17,1,caramel,1.99
A2E4F2U4Q2,Ice Cream Bazaar,2020/03/18,2,pistachio,3.98
A4P2Q4M2E4,The Arcade,2020/03/18,4,vanilla,6.36
A5I4U5D4Q5,Ice Cream Bazaar,2020/03/18,3,pistachio,5.97
B2B7U2T7G2,Main Street,2020/03/18,1,strawberry,1.59
B2Q1P2M1J2,Ice Cream Bazaar,2020/03/18,3,caramel,5.97
B4Q0A4U0V4,Ice Cream Bazaar,2020/03/18,1,pistachio,1.99
B9S5S9B5S9,The Arcade,2020/03/18,2,chocolate,3.98
C2N5C2K5P2,The Arcade,2020/03/18,4,chocolate,7.96
C3D2H3Y2K3,Evergreen Market,2020/03/18,1,strawberry,1.59
C3G1I3W1E3,Evergreen Market,2020/03/18,1,caramel,1.99
C8V4O8Z4N8,Evergreen Market,2020/03/18,4,vanilla,6.36
D1O6T1V6P1,Main Street,2020/03/18,1,pistachio,1.99
D8K5L8Z5Y8,Main Street,2020/03/18,4,blueberry,7.96
D8O2I8B2J8,Evergreen Market,2020/03/18,3,vanilla,4.77
D9D1T9V1Y9,Main Street,2020/03/18,4,chocolate,7.96
E3O1P3O1S3,Main Street,2020/03/18,1,caramel,1.99
E4L3M4X3I4,Ice Cream Bazaar,2020/03/18,1,caramel,1.99
E4S9L4B9F4,Main Street,2020/03/18,2,caramel,3.98
E9K2X9H2X9,Main Street,2020/03/18,1,pistachio,1.99
F1A0W1V0C1,Ice Cream Bazaar,2020/03/18,2,strawberry,3.18
F3S3X3Z3M3,Main Street,2020/03/18,3,chocolate,5.97
F4O6V4S6I4,Evergreen Market,2020/03/18,1,caramel,1.99
F7D2S7V2Q7,The Arcade,2020/03/18,3,chocolate,5.97
F8W7W8V7W8,Ice Cream Bazaar,2020/03/18,2,caramel,3.98
G1E7B1D7V1,Evergreen Market,2020/03/18,2,blueberry,3.98
G1N1U1D1K1,The Arcade,2020/03/18,2,strawberry,3.18
G2C4R2F4B2,Main Street,2020/03/18,4,pistachio,7.96
G5C1Y5J1T5,Main Street,2020/03/18,4,strawberry,6.36
H0G0S0U0I0,The Arcade,2020/03/18,4,pistachio,7.96
H0S4U0U4D0,The Arcade,2020/03/18,3,pistachio,5.97
H1Q5D1G5P1,Ice Cream Bazaar,2020/03/18,4,chocolate,7.96
H1X6U1S6Q1,Evergreen Market,2020/03/18,3,blueberry,5.97
I3R5A3F5V3,Evergreen Market,2020/03/18,2,chocolate,3.98
I3U4Y3E4S3,The Arcade,2020/03/18,3,chocolate,5.97
I8E0D8K0Y8,Evergreen Market,2020/03/18,4,chocolate,7.96
I8V4V8E4B8,Ice Cream Bazaar,2020/03/18,2,chocolate,3.98
I9Q2U9D2A9,The Arcade,2020/03/18,2,chocolate,3.98
J2L6P2O6U2,Evergreen Market,2020/03/18,2,strawberry,3.18
J3L2G3V2H3,Ice Cream Bazaar,2020/03/18,2,vanilla,3.18
K0W0K0G0E0,Ice Cream Bazaar,2020/03/18,2,chocolate,3.98
K8M9T8I9E8,Ice Cream Bazaar,2020/03/18,3,strawberry,4.77
K9Y0B9E0I9,Main Street,2020/03/18,1,caramel,1.99
L1R5K1H5R1,Evergreen Market,2020/03/18,2,pistachio,3.98
L2L8A2M8N2,Ice Cream Bazaar,2020/03/18,2,strawberry,3.18
L4U1U4M1F4,Main Street,2020/03/18,3,blueberry,5.97
L6Q9K6W9J6,Main Street,2020/03/18,3,strawberry,4.77
L8D4U8S4J8,Evergreen Market,2020/03/18,1,vanilla,1.59
L9W4Q9J4U9,Ice Cream Bazaar,2020/03/18,2,pistachio,3.98
M2R8J2G8W2,The Arcade,2020/03/18,3,strawberry,4.77
M3V5W3B5X3,Ice Cream Bazaar,2020/03/18,1,pistachio,1.99
N4M6F4G6H4,Main Street,2020/03/18,3,vanilla,4.77
N5F2C5Y2Y5,The Arcade,2020/03/18,3,strawberry,4.77
N7Z0E7H0G7,The Arcade,2020/03/18,4,vanilla,6.36
O1X7E1Y7W1,Ice Cream Bazaar,2020/03/18,2,vanilla,3.18
O2Q4I2C4P2,Main Street,2020/03/18,2,chocolate,3.98
O8U9I8A9Q8,Evergreen Market,2020/03/18,2,vanilla,3.18
O9P6H9N6W9,Ice Cream Bazaar,2020/03/18,1,caramel,1.99
P3F3M3U3L3,The Arcade,2020/03/18,2,blueberry,3.98
Q3Q1W3Q1Y3,Evergreen Market,2020/03/18,1,pistachio,1.99
Q7M6D7L6K7,The Arcade,2020/03/18,4,caramel,7.96
R0P2W0N2X0,Ice Cream Bazaar,2020/03/18,1,caramel,1.99
R0U2B0J2V0,Evergreen Market,2020/03/18,2,pistachio,3.98
R5F1P5A1R5,Main Street,2020/03/18,3,blueberry,5.97
R8H0C8L0I8,Main Street,2020/03/18,2,blueberry,3.98
S0H5E0V5S0,Ice Cream Bazaar,2020/03/18,2,vanilla,3.18
S0U6W0H6S0,The Arcade,2020/03/18,1,blueberry,1.99
S3S6N3O6X3,Ice Cream Bazaar,2020/03/18,3,pistachio,5.97
S6L4Z6L4M6,The Arcade,2020/03/18,2,blueberry,3.98
T3S9E3P9V3,Evergreen Market,2020/03/18,1,strawberry,1.59
T9Q2J9O2L9,Evergreen Market,2020/03/18,4,caramel,7.96
U4L9K4L9W4,The Arcade,2020/03/18,3,strawberry,4.77
U4U5C4O5G4,Main Street,2020/03/18,4,chocolate,7.96
U7J5S7T5L7,The Arcade,2020/03/18,2,vanilla,3.18
U8D5L8M5M8,Ice Cream Bazaar,2020/03/18,4,caramel,7.96
V2U7C2F7V2,Ice Cream Bazaar,2020/03/18,1,caramel,1.99
V7O6U7E6U7,Evergreen Market,2020/03/18,2,pistachio,3.98
W1Y9P1E9R1,Evergreen Market,2020/03/18,4,caramel,7.96
W2H4Y2D4B2,Ice Cream Bazaar,2020/03/18,2,chocolate,3.98
W3J8X3V8G3,Evergreen Market,2020/03/18,1,chocolate,1.99
W4E4Y4S4E4,The Arcade,2020/03/18,3,strawberry,4.77
W7Q6Z7N6F7,Evergreen Market,2020/03/18,1,pistachio,1.99
W9Q4A9L4L9,The Arcade,2020/03/18,4,vanilla,6.36
X7C9H7S9Q7,Main Street,2020/03/18,3,pistachio,5.97
X7W8H7J8Z7,The Arcade,2020/03/18,2,caramel,3.98
Y0K9X0Z9R0,The Arcade,2020/03/18,1,pistachio,1.99
Y1J9S1U9K1,The Arcade,2020/03/18,1,vanilla,1.59
Y5M5C5M5M5,The Arcade,2020/03/18,1,caramel,1.99
Z0Q1B0T1M0,Ice Cream Bazaar,2020/03/18,4,chocolate,7.96
Z2J8D2L8P2,Evergreen Market,2020/03/18,1,strawberry,1.59
Z2S5K2U5X2,The Arcade,2020/03/18,4,caramel,7.96
Z9U3D9Z3P9,Evergreen Market,2020/03/18,1,chocolate,1.99
A3N7V3O7I3,Main Street,2020/03/19,4,caramel,7.96
B0P8F0X8V0,Ice Cream Bazaar,2020/03/19,2,caramel,3.98
B6D5K6U5U6,Ice Cream Bazaar,2020/03/19,2,blueberry,3.98
C2B7U2U7M2,Ice Cream Bazaar,2020/03/19,1,pistachio,1.99
C6N6N6L6E6,The Arcade,2020/03/19,3,caramel,5.97
C6Z0M6A0P6,Ice Cream Bazaar,2020/03/19,2,vanilla,3.18
D2A0R2V0F2,Evergreen Market,2020/03/19,2,pistachio,3.98
D2X7U2V7V2,Main Street,2020/03/19,1,pistachio,1.99
D4I4F4C4D4,The Arcade,2020/03/19,2,vanilla,3.18
E0E5Q0C5K0,The Arcade,2020/03/19,1,chocolate,1.99
E1Q1K1Y1C1,The Arcade,2020/03/19,3,pistachio,5.97
E4V7Z4F7E4,Main Street,2020/03/19,1,strawberry,1.59
E9G6Q9C6F9,Evergreen Market,2020/03/19,4,vanilla,6.36
F2P0E2V0W2,Main Street,2020/03/19,4,caramel,7.96
G5F2N5T2A5,Main Street,2020/03/19,2,chocolate,3.98
G7W3S7A3Q7,Ice Cream Bazaar,2020/03/19,2,chocolate,3.98
H3G8H3N8H3,Main Street,2020/03/19,3,caramel,5.97
H5A2G5A2C5,Main Street,2020/03/19,4,strawberry,6.36
H5C6N5D6C5,Ice Cream Bazaar,2020/03/19,2,strawberry,3.18
H5F2J5N2R5,Evergreen Market,2020/03/19,4,vanilla,6.36
H8N3Y8A3T8,The Arcade,2020/03/19,2,caramel,3.98
I3O2P3M2J3,Evergreen Market,2020/03/19,2,vanilla,3.18
I6V0Y6J0K6,The Arcade,2020/03/19,3,chocolate,5.97
J0S9P0O9Y0,The Arcade,2020/03/19,2,chocolate,3.98
J0Z2W0K2Z0,Main Street,2020/03/19,4,strawberry,6.36
J8G5N8Y5Y8,Ice Cream Bazaar,2020/03/19,1,blueberry,1.99
K2U3K2B3V2,Ice Cream Bazaar,2020/03/19,1,vanilla,1.59
K3E9M3F9N3,The Arcade,2020/03/19,1,chocolate,1.99
K8O1Z8Y1I8,Evergreen Market,2020/03/19,2,strawberry,3.18
L1U2H1C2B1,The Arcade,2020/03/19,4,vanilla,6.36
L3I5A3H5P3,Evergreen Market,2020/03/19,1,chocolate,1.99
L4G7J4M7Y4,The Arcade,2020/03/19,3,strawberry,4.77
L4W0Q4N0Q4,Ice Cream Bazaar,2020/03/19,3,caramel,5.97
L5S3B5E3G5,The Arcade,2020/03/19,1,strawberry,1.59
M3L0S3N0O3,Ice Cream Bazaar,2020/03/19,2,vanilla,3.18
M4R3C4G3I4,Ice Cream Bazaar,2020/03/19,2,chocolate,3.98
M6K9I6R9Z6,Main Street,2020/03/19,1,vanilla,1.59
N1X7D1G7V1,Ice Cream Bazaar,2020/03/19,1,vanilla,1.59
N2N7Z2Z7W2,Main Street,2020/03/19,4,caramel,7.96
N4E4G4F4T4,Ice Cream Bazaar,2020/03/19,2,caramel,3.98
N4N8J4F8S4,The Arcade,2020/03/19,3,caramel,5.97
N4X4H4J4T4,Ice Cream Bazaar,2020/03/19,2,vanilla,3.18
N6T8Z6Z8I6,Evergreen Market,2020/03/19,4,vanilla,6.36
N7Z3E7D3C7,The Arcade,2020/03/19,2,strawberry,3.18
N9P7C9L7Q9,The Arcade,2020/03/19,2,chocolate,3.98
O4D3E4G3M4,Ice Cream Bazaar,2020/03/19,3,pistachio,5.97
P2W8N2Y8L2,Main Street,2020/03/19,3,blueberry,5.97
P6V0E6Q0D6,Ice Cream Bazaar,2020/03/19,1,chocolate,1.99
P7I2X7X2L7,The Arcade,2020/03/19,1,caramel,1.99
Q0W9C0V9C0,Main Street,2020/03/19,3,strawberry,4.77
Q2J2L2M2T2,Evergreen Market,2020/03/19,2,pistachio,3.98
Q6C7W6J7R6,The Arcade,2020/03/19,2,strawberry,3.18
Q6F2O6K2K6,The Arcade,2020/03/19,3,strawberry,4.77
Q7G0Q7X0F7,Evergreen Market,2020/03/19,1,blueberry,1.99
Q8P6E8Z6D8,Main Street,2020/03/19,1,caramel,1.99
R2U3M2E3D2,Evergreen Market,2020/03/19,2,chocolate,3.98
